,Sentence,PreprocessedSentence,Sentiment,PeopleInitially,People,OrganizationsInitially,Organizations,PricesInitially,Prices
400,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,geosolution team far provide intriguing new technology combine gps mobilebase technology together with internetbase social networking,neutral,[],[],"['GeoSolutions', 'GPS', 'Mobile']","['GPS', 'GeoSolutions', 'Mobile']",[],[]
401,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",c expo be signature show dongguan which be support by dongguan municipal government every year feature computer accessory software communication network product,neutral,[],[],['the Dongguan Municipal Government'],['the Dongguan Municipal Government'],[],[]
402,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,pharmaceutical poland this brandnew market analysis give clear overview of actual situation future outlook of pharmaceutical market poland,neutral,[],[],[],[],[],[]
403,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",trading new share which have right to dividend other distribution of fund start exchange helsinki tomorrow,neutral,[],[],[],[],[],[]
404,The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,dualfuel engine of vessel can operate liquefy natural gas lng with low emission,neutral,[],[],['LNG'],['LNG'],[],[]
405,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",among other finnish share trade us stora enso close pct lower at eur upmkymmene be up pct at eur metso be down pct at eur,neutral,"['Stora Enso', 'Metso']",['Stora Enso'],['UPM-Kymmene'],['UPM-Kymmene'],[],[]
406,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",addition to presentation hold by president ceo kai telanne cfo tuomas itkonen participant have opportunity to discuss with other member of company management,neutral,['Kai Telanne'],['Kai Telanne'],"['President &', 'CFO Tuomas Itkonen']","['President &', 'CFO Tuomas Itkonen']",[],[]
407,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",change holding accordance with chapter section of finnish security market act be describe below,neutral,[],[],['the Finnish Securities Markets Act'],['the Finnish Securities Markets Act'],[],[]
408,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",with capman as partner we be able to far develop our business continue to focus provide quality restaurant service for our customer '' say christopher wynne ceo of papa john russia,positive,"['Christopher Wynne', ""Papa John 's""]","[""Papa John 's"", 'Christopher Wynne']",['CapMan'],['CapMan'],[],[]
409,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,crane would be instal onboard two freighter order by singaporean ship owner masterbulk,neutral,['Masterbulk'],[],[],[],[],[]
410,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,business to be divest generate consolidated net sale of eur million annually currently have some employee,neutral,[],[],['EUR 60 million'],[],[],['EUR 60 million']
411,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",adpnews feb finnish real estate investor sponda oyj hel sdav say today that it slip to net loss of eur million usd m from profit of eur million,neutral,['Sponda'],[],"['HEL', 'EUR']",['HEL'],['EUR 29.3 million'],"['EUR 81.5 million', 'EUR 29.3 million', 'USD 11.8 m']"
412,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",company which have eur bn asset count among its five large shareholder finnish insurer ilmarinen varma as well as finnish state pension fund ver,neutral,['Varma'],[],['EUR2'],[],[],['EUR2 .8 bn']
413,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",addition further employee can be lay off until further notice whole workforce can be lay off for short period if need,neutral,[],[],[],[],[],[]
414,@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,chessnwine iwm minute chart small cap threaten descend triangle breakdown under,negative,[],[],['IWM'],['IWM'],['110.20'],['110.20']
415,CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,corporate it update c m communications ltd finnish technology group teleste corporation omx helsinki tltv report wednesday february operating profit of eur m net sale of eur m for year,neutral,[],[],"['M2 COMMUNICATIONS LTD finnish', 'Teleste Corporation']","['M2 COMMUNICATIONS LTD finnish', 'Teleste Corporation']",[],"['EUR108 .7 m', 'EUR5 .6 m']"
416,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",stockholmbase nordea bank sto nda say yesterday it have hire casper von koskull to lead its corporate merchant banking capital market unit effective september,neutral,['Casper von Koskull'],['Casper von Koskull'],"['Nordea Bank', 'NDA']","['NDA', 'Nordea Bank']",[],[]
417,The total need for staff cuts corresponds to about 300 man-years .,total need for staff cut correspond to about manyear,negative,[],[],[],[],[],[]
418,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,finnish fiber plastic product maker suominen corporation say its net loss narrow to mln euro mln first nine month of from mln euro mln same period of,positive,[],[],['Suominen Corporation'],['Suominen Corporation'],"['1.6 mln euro $ 2.0 mln', '2.16 mln euro $ 2.7 mln']","['1.6 mln euro $ 2.0 mln', '2.16 mln euro $ 2.7 mln']"
419,CompaniesFresnillo shares jump 8% as silver price breaks $21,companiesfresnillo share jump as silver price break,positive,[],[],['CompaniesFresnillo'],['CompaniesFresnillo'],['21'],['21']
420,Bluewin Security is available as a monthly subscription .,bluewin security be available as monthly subscription,neutral,['Bluewin Security'],['Bluewin Security'],[],[],[],[]
421,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",operating profit be eur mn up from eur mn,positive,[],[],"['EUR 11.4', 'EUR']",[],[],"['EUR 7.5 mn', 'EUR 11.4 mn']"
422,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,finnish raisio diagnostic be launch new dnabase quick test to ensure safety of food,positive,[],[],[],[],[],[]
423,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,nonrecurre cost cause to talentum premedia business area by restructuring amount to mln euro mln be include company financial result for second quarter of,neutral,[],[],['Talentum'],['Talentum'],['2.0 mln euro $ 2.7 mln'],['2.0 mln euro $ 2.7 mln']
424,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",finnish software developer basware oyj say november its us subsidiary basware inc win order to provide software for contract lifecycle management to unnamed us medical technology company,positive,['Basware Oyj'],[],"['Basware , Inc.']","['Basware , Inc.']",[],[]
425,The chain is to unite 45-50 centres by the end of 2008 .,chain be to unite centre by end of,neutral,[],[],[],[],[],[]
426,"The important thing now is to keep the bank 's existing 15,000 customers .",important thing now be to keep bank exist customer,neutral,[],[],[],[],[],[]
427,The prices of stainless steel also rose in Europe .,price of stainless steel also rise europe,neutral,[],[],[],[],[],[]
428,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",sweden gallerix accumulate sek denominate sale be down eur denominate sale be up,neutral,[],[],"['SEK', 'EUR']",['SEK'],[],[]
429,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,isrg isrg short,negative,[],[],[],[],[],[]
430,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",total of new citycon share with nominal value of eur per share be subscribe april exercise abc option base company stock option plan,neutral,[],[],"['Citycon', 'EUR']",['Citycon'],[],['EUR 1.35 ']
431,$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,aapl I be sure those short be hold their breath hope for miracle lol,positive,[],[],[],[],[],[]
432,`` Management decided at the end of 2005 to increase cathode copper capacity .,management decide at end of to increase cathode copper capacity,neutral,[],[],['`` Management'],['`` Management'],[],[]
433,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',image datum produce by browser at phone server be convert into bitmapped image that be send to handset for display '',neutral,[],[],[],[],[],[]
